Flight ID,Demand Type,Runway,WVC,Scheduled,Averaged Actual,Minimum Actual,Maximum Actual,Average Delay [s],,,Flow,Delay,AvDelay,Demand,,
A333,ARRIVAL,27R,H,1:10:39:09,1:10:43:07,1:10:43:07,1:10:43:07,238,124749,124987,37,238,279.621621621622,38,1,188
B772,ARRIVAL,27R,H,1:10:41:08,1:10:44:57,1:10:44:57,1:10:44:57,229,124868,125097,37,229,283.513513513513,39,2,189
A320,ARRIVAL,27R,LM,1:10:43:15,1:10:47:10,1:10:47:10,1:10:47:10,235,124995,125230,38,235,289.315789473684,39,1,190
A320,ARRIVAL,27R,LM,1:10:44:23,1:10:48:28,1:10:48:28,1:10:48:28,245,125063,125308,37,245,290.783783783784,39,2,191
A321,ARRIVAL,27R,LM,1:10:45:29,1:10:49:46,1:10:49:46,1:10:49:46,257,125129,125386,37,257,296.351351351351,38,1,192
A321,ARRIVAL,27R,LM,1:10:47:14,1:10:51:04,1:10:51:04,1:10:51:04,230,125234,125464,37,230,301.594594594595,38,1,193
A320,ARRIVAL,27R,LM,1:10:48:09,1:10:52:22,1:10:52:22,1:10:52:22,253,125289,125542,36,253,303.583333333333,38,2,194
B772,ARRIVAL,27R,H,1:10:49:15,1:10:53:38,1:10:53:38,1:10:53:38,263,125355,125618,36,263,308.111111111111,38,2,195
B744,ARRIVAL,27R,H,1:10:51:07,1:10:55:28,1:10:55:28,1:10:55:28,261,125467,125728,36,261,312.555555555556,38,2,196
A321,ARRIVAL,27R,LM,1:10:53:30,1:10:57:41,1:10:57:41,1:10:57:41,251,125610,125861,37,251,320.72972972973,38,1,197
A319,ARRIVAL,27R,LM,1:10:55:08,1:10:58:59,1:10:58:59,1:10:58:59,231,125708,125939,36,231,322.666666666667,38,2,198
A319,ARRIVAL,27R,LM,1:10:56:17,1:11:00:17,1:11:00:17,1:11:00:17,240,125777,126017,36,240,328.111111111111,38,2,199
A319,ARRIVAL,27R,LM,1:10:57:24,1:11:01:35,1:11:01:35,1:11:01:35,251,125844,126095,36,251,333.194444444444,37,1,200
A318,ARRIVAL,27R,LM,1:10:58:35,1:11:02:53,1:11:02:53,1:11:02:53,258,125915,126173,36,258,338.083333333333,38,2,201
A320,ARRIVAL,27R,LM,1:11:00:13,1:11:04:11,1:11:04:11,1:11:04:11,238,126013,126251,36,238,341.833333333333,38,2,202
B744,ARRIVAL,27R,H,1:11:01:46,1:11:05:27,1:11:05:27,1:11:05:27,221,126106,126327,36,221,346.777777777778,38,2,203
B744,ARRIVAL,27R,H,1:11:03:26,1:11:07:17,1:11:07:17,1:11:07:17,231,126206,126437,36,231,352.388888888889,38,2,204
B763,ARRIVAL,27R,H,1:11:04:59,1:11:09:07,1:11:09:07,1:11:09:07,248,126299,126547,36,248,358.333333333333,38,2,205
B772,ARRIVAL,27R,H,1:11:07:01,1:11:10:57,1:11:10:57,1:11:10:57,236,126421,126657,36,236,364,38,2,206
A320,ARRIVAL,27R,LM,1:11:09:11,1:11:13:10,1:11:13:10,1:11:13:10,239,126551,126790,36,239,369.861111111111,39,3,207
A346,ARRIVAL,27R,H,1:11:10:42,1:11:14:26,1:11:14:26,1:11:14:26,224,126642,126866,36,224,375.75,39,3,208
B764,ARRIVAL,27R,H,1:11:11:18,1:11:16:16,1:11:16:16,1:11:16:16,298,126678,126976,37,298,383.216216216216,38,1,209
A319,ARRIVAL,27R,LM,1:11:13:14,1:11:18:29,1:11:18:29,1:11:18:29,315,126794,127109,37,315,387.135135135135,38,1,210
B772,ARRIVAL,27R,H,1:11:14:17,1:11:19:45,1:11:19:45,1:11:19:45,328,126857,127185,36,328,389.138888888889,37,1,211
B77W,ARRIVAL,27R,H,1:11:15:38,1:11:21:35,1:11:21:35,1:11:21:35,357,126938,127295,37,357,392.756756756757,38,1,212
B744,ARRIVAL,27R,H,1:11:17:07,1:11:23:25,1:11:23:25,1:11:23:25,378,127027,127405,37,378,394.810810810811,38,1,213
A319,ARRIVAL,27R,LM,1:11:20:09,1:11:25:38,1:11:25:38,1:11:25:38,329,127209,127538,38,329,396.5,39,1,214
A320,ARRIVAL,27R,LM,1:11:21:20,1:11:26:56,1:11:26:56,1:11:26:56,336,127280,127616,38,336,398.842105263158,39,1,215
A321,ARRIVAL,27R,LM,1:11:22:53,1:11:28:14,1:11:28:14,1:11:28:14,321,127373,127694,38,321,401.684210526316,39,1,216
B763,ARRIVAL,27R,H,1:11:23:59,1:11:29:30,1:11:29:30,1:11:29:30,331,127439,127770,37,331,403.864864864865,38,1,217
B763,ARRIVAL,27R,H,1:11:25:46,1:11:31:20,1:11:31:20,1:11:31:20,334,127546,127880,38,334,406.868421052632,39,1,218
B772,ARRIVAL,27R,H,1:11:27:24,1:11:33:10,1:11:33:10,1:11:33:10,346,127644,127990,38,346,409.078947368421,39,1,219
B772,ARRIVAL,27R,H,1:11:29:19,1:11:35:00,1:11:35:00,1:11:35:00,341,127759,128100,38,341,411.526315789474,39,1,220
A319,ARRIVAL,27R,LM,1:11:32:13,1:11:37:13,1:11:37:13,1:11:37:13,300,127933,128233,38,300,414.052631578947,40,2,221
A320,ARRIVAL,27R,LM,1:11:33:15,1:11:38:31,1:11:38:31,1:11:38:31,316,127995,128311,38,316,417.605263157895,39,1,222
B763,ARRIVAL,27R,H,1:11:34:39,1:11:39:47,1:11:39:47,1:11:39:47,308,128079,128387,38,308,421.631578947368,39,1,223
A346,ARRIVAL,27R,H,1:11:36:08,1:11:41:37,1:11:41:37,1:11:41:37,329,128168,128497,38,329,425.947368421053,39,1,224
A319,ARRIVAL,27R,LM,1:11:37:28,1:11:43:50,1:11:43:50,1:11:43:50,382,128248,128630,38,382,429.105263157895,39,1,225
A319,ARRIVAL,27R,LM,1:11:39:11,1:11:45:08,1:11:45:08,1:11:45:08,357,128351,128708,38,357,431.263157894737,39,1,226
A388,ARRIVAL,27R,A380-800,1:11:40:08,1:11:46:24,1:11:46:24,1:11:46:24,376,128408,128784,38,376,434.289473684211,39,1,227
B763,ARRIVAL,27R,H,1:11:41:25,1:11:48:56,1:11:48:56,1:11:48:56,451,128485,128936,39,451,435.897435897436,39,0,228
B763,ARRIVAL,27R,H,1:11:43:15,1:11:50:46,1:11:50:46,1:11:50:46,451,128595,129046,39,451,436.076923076923,39,0,229
A319,ARRIVAL,27R,LM,1:11:46:03,1:11:52:59,1:11:52:59,1:11:52:59,416,128763,129179,39,416,436.153846153846,40,1,230
A320,ARRIVAL,27R,LM,1:11:47:14,1:11:54:17,1:11:54:17,1:11:54:17,423,128834,129257,39,423,436.871794871795,39,0,231
B744,ARRIVAL,27R,H,1:11:48:12,1:11:55:33,1:11:55:33,1:11:55:33,441,128892,129333,38,441,437.236842105263,38,0,232
B762,ARRIVAL,27R,H,1:11:50:08,1:11:57:23,1:11:57:23,1:11:57:23,435,129008,129443,39,435,437.410256410256,39,0,233
B763,ARRIVAL,27R,H,1:11:52:06,1:11:59:13,1:11:59:13,1:11:59:13,427,129126,129553,39,427,437.128205128205,39,0,234
A319,ARRIVAL,27R,LM,1:11:54:23,1:12:01:26,1:12:01:26,1:12:01:26,423,129263,129686,40,423,436.35,40,0,235
A321,ARRIVAL,27R,LM,1:11:55:37,1:12:02:44,1:12:02:44,1:12:02:44,427,129337,129764,40,427,436.1,40,0,236
A319,ARRIVAL,27R,LM,1:11:57:29,1:12:04:02,1:12:04:02,1:12:04:02,393,129449,129842,40,393,435.775,40,0,237
A321,ARRIVAL,27R,LM,1:11:58:24,1:12:05:20,1:12:05:20,1:12:05:20,416,129504,129920,40,416,435.675,40,0,238
B752,ARRIVAL,27R,H,1:11:59:33,1:12:06:36,1:12:06:36,1:12:06:36,423,129573,129996,40,423,434.975,40,0,239
B763,ARRIVAL,27R,H,1:12:01:01,1:12:08:26,1:12:08:26,1:12:08:26,445,129661,130106,40,445,434.3,39,-1,240
A321,ARRIVAL,27R,LM,1:12:03:07,1:12:10:39,1:12:10:39,1:12:10:39,452,129787,130239,40,452,432.725,39,-1,241
A319,ARRIVAL,27R,LM,1:12:04:30,1:12:11:57,1:12:11:57,1:12:11:57,447,129870,130317,40,447,431.025,40,0,242
A319,ARRIVAL,27R,LM,1:12:05:44,1:12:13:15,1:12:13:15,1:12:13:15,451,129944,130395,40,451,427.475,39,-1,243
A320,ARRIVAL,27R,LM,1:12:07:32,1:12:14:33,1:12:14:33,1:12:14:33,421,130052,130473,40,421,425.125,40,0,244
B744,ARRIVAL,27R,H,1:12:08:14,1:12:15:49,1:12:15:49,1:12:15:49,455,130094,130549,40,455,424.6,40,0,245
A333,ARRIVAL,27R,H,1:12:10:16,1:12:17:39,1:12:17:39,1:12:17:39,443,130216,130659,40,443,423.45,40,0,246
A319,ARRIVAL,27R,LM,1:12:12:22,1:12:19:52,1:12:19:52,1:12:19:52,450,130342,130792,41,450,420.829268292683,40,-1,247
A320,ARRIVAL,27R,LM,1:12:14:29,1:12:21:10,1:12:21:10,1:12:21:10,401,130469,130870,41,401,419.195121951219,41,0,248
B738,ARRIVAL,27R,LM,1:12:15:15,1:12:22:28,1:12:22:28,1:12:22:28,433,130515,130948,41,433,418.975609756098,40,-1,249
A319,ARRIVAL,27R,LM,1:12:16:32,1:12:23:46,1:12:23:46,1:12:23:46,434,130592,131026,41,434,417.658536585366,40,-1,250
A320,ARRIVAL,27R,LM,1:12:18:21,1:12:25:04,1:12:25:04,1:12:25:04,403,130701,131104,41,403,416.658536585366,41,0,251
A319,ARRIVAL,27R,LM,1:12:19:24,1:12:26:22,1:12:26:22,1:12:26:22,418,130764,131182,41,418,416.658536585366,41,0,252
B764,ARRIVAL,27R,H,1:12:20:14,1:12:27:38,1:12:27:38,1:12:27:38,444,130814,131258,41,444,416.560975609756,40,-1,253
A320,ARRIVAL,27R,LM,1:12:22:24,1:12:29:51,1:12:29:51,1:12:29:51,447,130944,131391,41,447,415.439024390244,41,0,254
A319,ARRIVAL,27R,LM,1:12:24:27,1:12:31:09,1:12:31:09,1:12:31:09,402,131067,131469,41,402,414.170731707317,41,0,255
A319,ARRIVAL,27R,LM,1:12:25:29,1:12:32:27,1:12:32:27,1:12:32:27,418,131129,131547,41,418,414.121951219512,41,0,256
B772,ARRIVAL,27R,H,1:12:26:24,1:12:33:43,1:12:33:43,1:12:33:43,439,131184,131623,41,439,413.146341463415,41,0,257
B763,ARRIVAL,27R,H,1:12:28:16,1:12:35:33,1:12:35:33,1:12:35:33,437,131296,131733,42,437,412.238095238095,42,0,258
B764,ARRIVAL,27R,H,1:12:30:08,1:12:37:23,1:12:37:23,1:12:37:23,435,131408,131843,42,435,411.380952380952,41,-1,259
B772,ARRIVAL,27R,H,1:12:31:24,1:12:39:13,1:12:39:13,1:12:39:13,469,131484,131953,42,469,410.761904761905,41,-1,260
B733,ARRIVAL,27R,LM,1:12:33:34,1:12:41:26,1:12:41:26,1:12:41:26,472,131614,132086,42,472,409.47619047619,42,0,261
A319,ARRIVAL,27R,LM,1:12:35:15,1:12:42:44,1:12:42:44,1:12:42:44,449,131715,132164,42,449,407.666666666667,41,-1,262
A321,ARRIVAL,27R,LM,1:12:36:18,1:12:44:02,1:12:44:02,1:12:44:02,464,131778,132242,42,464,406.452380952381,41,-1,263
A319,ARRIVAL,27R,LM,1:12:37:28,1:12:45:20,1:12:45:20,1:12:45:20,472,131848,132320,42,472,404.880952380952,41,-1,264
A319,ARRIVAL,27R,LM,1:12:39:18,1:12:46:38,1:12:46:38,1:12:46:38,440,131958,132398,42,440,403.571428571429,41,-1,265
A333,ARRIVAL,27R,H,1:12:40:41,1:12:47:54,1:12:47:54,1:12:47:54,433,132041,132474,42,433,402.738095238095,41,-1,266
B744,ARRIVAL,27R,H,1:12:42:06,1:12:49:44,1:12:49:44,1:12:49:44,458,132126,132584,41,458,402,41,0,267
B77W,ARRIVAL,27R,H,1:12:44:00,1:12:51:34,1:12:51:34,1:12:51:34,454,132240,132694,41,454,400.219512195122,41,0,268
B763,ARRIVAL,27R,H,1:12:46:00,1:12:53:24,1:12:53:24,1:12:53:24,444,132360,132804,41,444,398.268292682927,40,-1,269
A319,ARRIVAL,27R,LM,1:12:48:23,1:12:55:37,1:12:55:37,1:12:55:37,434,132503,132937,42,434,397.02380952381,42,0,270
A320,ARRIVAL,27R,LM,1:12:49:24,1:12:56:55,1:12:56:55,1:12:56:55,451,132564,133015,42,451,395.690476190476,41,-1,271
B736,ARRIVAL,27R,LM,1:12:51:09,1:12:58:13,1:12:58:13,1:12:58:13,424,132669,133093,42,424,393.738095238095,41,-1,272
A320,ARRIVAL,27R,LM,1:12:52:18,1:12:59:31,1:12:59:31,1:12:59:31,433,132738,133171,41,433,393,41,0,273
A320,ARRIVAL,27R,LM,1:12:54:09,1:13:00:49,1:13:00:49,1:13:00:49,400,132849,133249,41,400,391.073170731707,40,-1,274
A321,ARRIVAL,27R,LM,1:12:55:14,1:13:02:07,1:13:02:07,1:13:02:07,413,132914,133327,41,413,390.609756097561,40,-1,275
A319,ARRIVAL,27R,LM,1:12:56:31,1:13:03:25,1:13:03:25,1:13:03:25,414,132991,133405,41,414,390.048780487805,40,-1,276
A319,ARRIVAL,27R,LM,1:12:58:14,1:13:04:43,1:13:04:43,1:13:04:43,389,133094,133483,41,389,388.731707317073,40,-1,277
B772,ARRIVAL,27R,H,1:12:59:31,1:13:05:59,1:13:05:59,1:13:05:59,388,133171,133559,41,388,388.317073170732,41,0,278
A321,ARRIVAL,27R,LM,1:13:01:36,1:13:08:12,1:13:08:12,1:13:08:12,396,133296,133692,41,396,387.926829268293,41,0,279
A320,ARRIVAL,27R,LM,1:13:03:08,1:13:09:30,1:13:09:30,1:13:09:30,382,133388,133770,42,382,386.52380952381,41,-1,280
A321,ARRIVAL,27R,LM,1:13:04:24,1:13:10:48,1:13:10:48,1:13:10:48,384,133464,133848,41,384,386.634146341463,41,0,281
A321,ARRIVAL,27R,LM,1:13:07:01,1:13:12:06,1:13:12:06,1:13:12:06,305,133621,133926,41,305,386.268292682927,41,0,282
A320,ARRIVAL,27R,LM,1:13:07:27,1:13:13:24,1:13:13:24,1:13:13:24,357,133647,134004,40,357,388.3,41,1,283
B738,ARRIVAL,27R,LM,1:13:08:02,1:13:14:42,1:13:14:42,1:13:14:42,400,133682,134082,40,400,389.05,40,0,284
B763,ARRIVAL,27R,H,1:13:09:09,1:13:15:58,1:13:15:58,1:13:15:58,409,133749,134158,40,409,389.175,40,0,285
A319,ARRIVAL,27R,LM,1:13:11:36,1:13:18:11,1:13:18:11,1:13:18:11,395,133896,134291,41,395,387.80487804878,41,0,286
A320,ARRIVAL,27R,LM,1:13:13:25,1:13:19:29,1:13:19:29,1:13:19:29,364,134005,134369,41,364,387.439024390244,42,1,287
A319,ARRIVAL,27R,LM,1:13:14:24,1:13:20:47,1:13:20:47,1:13:20:47,383,134064,134447,41,383,388.292682926829,41,0,288
A320,ARRIVAL,27R,LM,1:13:15:33,1:13:22:05,1:13:22:05,1:13:22:05,392,134133,134525,41,392,388.926829268293,41,0,289
A319,ARRIVAL,27R,LM,1:13:17:04,1:13:23:23,1:13:23:23,1:13:23:23,379,134224,134603,40,379,388.85,40,0,290
A320,ARRIVAL,27R,LM,1:13:18:08,1:13:24:41,1:13:24:41,1:13:24:41,393,134288,134681,40,393,389.325,40,0,291
A320,ARRIVAL,27R,LM,1:13:19:16,1:13:25:59,1:13:25:59,1:13:25:59,403,134356,134759,40,403,389.775,40,0,292
A320,ARRIVAL,27R,LM,1:13:20:23,1:13:27:17,1:13:27:17,1:13:27:17,414,134423,134837,40,414,389.45,40,0,293
MD82,ARRIVAL,27R,LM,1:13:21:57,1:13:28:35,1:13:28:35,1:13:28:35,398,134517,134915,40,398,388.825,40,0,294
A321,ARRIVAL,27R,LM,1:13:23:18,1:13:29:53,1:13:29:53,1:13:29:53,395,134598,134993,40,395,388.15,40,0,295
A319,ARRIVAL,27R,LM,1:13:24:31,1:13:31:11,1:13:31:11,1:13:31:11,400,134671,135071,40,400,387.8,40,0,296
A320,ARRIVAL,27R,LM,1:13:26:11,1:13:32:29,1:13:32:29,1:13:32:29,378,134771,135149,40,378,386.325,40,0,297
A320,ARRIVAL,27R,LM,1:13:27:04,1:13:33:47,1:13:33:47,1:13:33:47,403,134824,135227,40,403,386.775,40,0,298
B772,ARRIVAL,27R,H,1:13:28:12,1:13:35:03,1:13:35:03,1:13:35:03,411,134892,135303,39,411,386.358974358974,39,0,299
B772,ARRIVAL,27R,H,1:13:30:12,1:13:36:53,1:13:36:53,1:13:36:53,401,135012,135413,39,401,385.897435897436,39,0,300
A320,ARRIVAL,27R,LM,1:13:32:17,1:13:39:06,1:13:39:06,1:13:39:06,409,135137,135546,40,409,386.5,40,0,301
B744,ARRIVAL,27R,H,1:13:33:27,1:13:40:22,1:13:40:22,1:13:40:22,415,135207,135622,40,415,386.875,40,0,302
A320,ARRIVAL,27R,LM,1:13:35:59,1:13:42:35,1:13:42:35,1:13:42:35,396,135359,135755,40,396,387.225,40,0,303
A321,ARRIVAL,27R,LM,1:13:37:15,1:13:43:53,1:13:43:53,1:13:43:53,398,135435,135833,40,398,388.175,40,0,304
A319,ARRIVAL,27R,LM,1:13:38:33,1:13:45:11,1:13:45:11,1:13:45:11,398,135513,135911,40,398,388.4,40,0,305
A320,ARRIVAL,27R,LM,1:13:39:32,1:13:46:29,1:13:46:29,1:13:46:29,417,135572,135989,40,417,388.8,40,0,306
A388,ARRIVAL,27R,A380-800,1:13:41:00,1:13:47:45,1:13:47:45,1:13:47:45,405,135660,136065,40,405,389.05,40,0,307
B744,ARRIVAL,27R,H,1:13:43:52,1:13:50:17,1:13:50:17,1:13:50:17,385,135832,136217,40,385,389.1,41,1,308
A320,ARRIVAL,27R,LM,1:13:46:16,1:13:52:30,1:13:52:30,1:13:52:30,374,135976,136350,41,374,391,42,1,309
A320,ARRIVAL,27R,LM,1:13:47:24,1:13:53:48,1:13:53:48,1:13:53:48,384,136044,136428,41,384,392.365853658537,41,0,310
B738,ARRIVAL,27R,LM,1:13:48:20,1:13:55:06,1:13:55:06,1:13:55:06,406,136100,136506,40,406,392.575,41,1,311
A346,ARRIVAL,27R,H,1:13:50:04,1:13:56:22,1:13:56:22,1:13:56:22,378,136204,136582,40,378,392.9,40,0,312
B772,ARRIVAL,27R,H,1:13:52:03,1:13:58:12,1:13:58:12,1:13:58:12,369,136323,136692,40,369,393.875,40,0,313
A319,ARRIVAL,27R,LM,1:13:54:31,1:14:00:25,1:14:00:25,1:14:00:25,354,136471,136825,40,354,394.875,41,1,314
A320,ARRIVAL,27R,LM,1:13:55:22,1:14:01:43,1:14:01:43,1:14:01:43,381,136522,136903,40,381,396.325,40,0,315
A320,ARRIVAL,27R,LM,1:13:56:31,1:14:03:01,1:14:03:01,1:14:03:01,390,136591,136981,40,390,396.475,40,0,316
A320,ARRIVAL,27R,LM,1:13:58:19,1:14:04:19,1:14:04:19,1:14:04:19,360,136699,137059,40,360,396.675,41,1,317
A320,ARRIVAL,27R,LM,1:13:59:25,1:14:05:37,1:14:05:37,1:14:05:37,372,136765,137137,40,372,397.75,40,0,318
A319,ARRIVAL,27R,LM,1:14:00:43,1:14:06:55,1:14:06:55,1:14:06:55,372,136843,137215,40,372,398.725,41,1,319
A319,ARRIVAL,27R,LM,1:14:02:25,1:14:08:13,1:14:08:13,1:14:08:13,348,136945,137293,40,348,400.125,40,0,320
B744,ARRIVAL,27R,H,1:14:03:12,1:14:09:29,1:14:09:29,1:14:09:29,377,136992,137369,39,377,401.461538461539,40,1,321
A333,ARRIVAL,27R,H,1:14:05:10,1:14:11:19,1:14:11:19,1:14:11:19,369,137110,137479,39,369,404.435897435898,39,0,322
B733,ARRIVAL,27R,LM,1:14:07:05,1:14:13:32,1:14:13:32,1:14:13:32,387,137225,137612,38,387,405.368421052632,40,2,323
A318,ARRIVAL,27R,LM,1:14:08:05,1:14:14:50,1:14:14:50,1:14:14:50,405,137285,137690,38,405,408.236842105263,40,2,324
A319,ARRIVAL,27R,LM,1:14:10:04,1:14:16:08,1:14:16:08,1:14:16:08,364,137404,137768,38,364,410.184210526316,40,2,325
A321,ARRIVAL,27R,LM,1:14:11:08,1:14:17:26,1:14:17:26,1:14:17:26,378,137468,137846,38,378,413.447368421053,39,1,326
A319,ARRIVAL,27R,LM,1:14:12:24,1:14:18:44,1:14:18:44,1:14:18:44,380,137544,137924,38,380,416.605263157895,39,1,327
B772,ARRIVAL,27R,H,1:14:13:21,1:14:20:00,1:14:20:00,1:14:20:00,399,137601,138000,38,399,420.105263157895,38,0,328
B77W,ARRIVAL,27R,H,1:14:15:01,1:14:21:50,1:14:21:50,1:14:21:50,409,137701,138110,37,409,420.675675675676,38,1,329
A320,ARRIVAL,27R,LM,1:14:17:25,1:14:24:03,1:14:24:03,1:14:24:03,398,137845,138243,38,398,425.526315789474,39,1,330
A319,ARRIVAL,27R,LM,1:14:18:30,1:14:25:21,1:14:25:21,1:14:25:21,411,137910,138321,38,411,428.868421052632,38,0,331
A320,ARRIVAL,27R,LM,1:14:20:09,1:14:26:39,1:14:26:39,1:14:26:39,390,138009,138399,37,390,429.351351351351,39,2,332
F70,ARRIVAL,27R,LM,1:14:21:28,1:14:27:57,1:14:27:57,1:14:27:57,389,138088,138477,37,389,432.378378378378,38,1,333
A320,ARRIVAL,27R,LM,1:14:23:04,1:14:29:15,1:14:29:15,1:14:29:15,371,138184,138555,37,371,435.72972972973,39,2,334
A319,ARRIVAL,27R,LM,1:14:24:12,1:14:30:33,1:14:30:33,1:14:30:33,381,138252,138633,37,381,438.486486486487,38,1,335
A333,ARRIVAL,27R,H,1:14:26:08,1:14:31:49,1:14:31:49,1:14:31:49,341,138368,138709,37,341,441.972972972973,38,1,336
B772,ARRIVAL,27R,H,1:14:27:03,1:14:33:39,1:14:33:39,1:14:33:39,396,138423,138819,37,396,446.594594594595,38,1,337
A320,ARRIVAL,27R,LM,1:14:29:19,1:14:35:52,1:14:35:52,1:14:35:52,393,138559,138952,38,393,450.21052631579,40,2,338
A319,ARRIVAL,27R,LM,1:14:30:31,1:14:37:10,1:14:37:10,1:14:37:10,399,138631,139030,38,399,453.473684210526,39,1,339
B772,ARRIVAL,27R,H,1:14:31:34,1:14:38:26,1:14:38:26,1:14:38:26,412,138694,139106,38,412,457.052631578947,39,1,340
A332,ARRIVAL,27R,H,1:14:33:12,1:14:40:16,1:14:40:16,1:14:40:16,424,138792,139216,37,424,458.27027027027,38,1,341
A319,ARRIVAL,27R,LM,1:14:35:20,1:14:42:29,1:14:42:29,1:14:42:29,429,138920,139349,38,429,460.947368421053,38,0,342
A320,ARRIVAL,27R,LM,1:14:36:33,1:14:43:47,1:14:43:47,1:14:43:47,434,138993,139427,38,434,460.184210526316,38,0,343
A320,ARRIVAL,27R,LM,1:14:38:18,1:14:45:05,1:14:45:05,1:14:45:05,407,139098,139505,38,407,459.236842105263,38,0,344
A319,ARRIVAL,27R,LM,1:14:39:29,1:14:46:23,1:14:46:23,1:14:46:23,414,139169,139583,38,414,458.736842105263,38,0,345
A320,ARRIVAL,27R,LM,1:14:40:34,1:14:47:41,1:14:47:41,1:14:47:41,427,139234,139661,38,427,458,38,0,346
A321,ARRIVAL,27R,LM,1:14:42:12,1:14:48:59,1:14:48:59,1:14:48:59,407,139332,139739,38,407,457,38,0,347
A320,ARRIVAL,27R,LM,1:14:43:17,1:14:50:17,1:14:50:17,1:14:50:17,420,139397,139817,38,420,456.184210526316,38,0,348
B772,ARRIVAL,27R,H,1:14:44:21,1:14:51:33,1:14:51:33,1:14:51:33,432,139461,139893,38,432,455.421052631579,38,0,349
B744,ARRIVAL,27R,H,1:14:46:13,1:14:53:23,1:14:53:23,1:14:53:23,430,139573,140003,38,430,454.789473684211,38,0,350
A332,ARRIVAL,27R,H,1:14:48:14,1:14:55:13,1:14:55:13,1:14:55:13,419,139694,140113,38,419,454.157894736842,38,0,351
B77W,ARRIVAL,27R,H,1:14:50:06,1:14:57:03,1:14:57:03,1:14:57:03,417,139806,140223,38,417,453.868421052632,38,0,352
B744,ARRIVAL,27R,H,1:14:52:04,1:14:58:53,1:14:58:53,1:14:58:53,409,139924,140333,39,409,453.128205128205,39,0,353
A321,ARRIVAL,27R,LM,1:14:54:14,1:15:01:06,1:15:01:06,1:15:01:06,412,140054,140466,39,412,452.512820512821,40,1,354
A321,ARRIVAL,27R,LM,1:14:55:57,1:15:02:24,1:15:02:24,1:15:02:24,387,140157,140544,39,387,452.769230769231,40,1,355
A319,ARRIVAL,27R,LM,1:14:57:04,1:15:03:42,1:15:03:42,1:15:03:42,398,140224,140622,39,398,453.589743589744,39,0,356
A320,ARRIVAL,27R,LM,1:14:58:17,1:15:05:00,1:15:05:00,1:15:05:00,403,140297,140700,39,403,453.589743589744,39,0,357
A320,ARRIVAL,27R,LM,1:14:59:27,1:15:06:18,1:15:06:18,1:15:06:18,411,140367,140778,39,411,453.512820512821,39,0,358
B77W,ARRIVAL,27R,H,1:15:00:26,1:15:07:34,1:15:07:34,1:15:07:34,428,140426,140854,39,428,452.794871794872,38,-1,359
A388,ARRIVAL,27R,A380-800,1:15:02:33,1:15:10:46,1:15:10:46,1:15:10:46,493,140553,141046,40,493,451.55,39,-1,360
A321,ARRIVAL,27R,LM,1:15:05:22,1:15:13:38,1:15:13:38,1:15:13:38,496,140722,141218,41,496,447.658536585366,40,-1,361
A321,ARRIVAL,27R,LM,1:15:06:57,1:15:14:56,1:15:14:56,1:15:14:56,479,140817,141296,41,479,445.19512195122,40,-1,362
B744,ARRIVAL,27R,H,1:15:08:04,1:15:16:12,1:15:16:12,1:15:16:12,488,140884,141372,41,488,443.560975609756,40,-1,363
A332,ARRIVAL,27R,H,1:15:09:44,1:15:18:02,1:15:18:02,1:15:18:02,498,140984,141482,42,498,440.571428571429,41,-1,364
A346,ARRIVAL,27R,H,1:15:11:19,1:15:19:52,1:15:19:52,1:15:19:52,513,141079,141592,41,513,439.170731707317,41,0,365
A319,ARRIVAL,27R,LM,1:15:13:32,1:15:22:05,1:15:22:05,1:15:22:05,513,141212,141725,42,513,435.642857142857,40,-2,366
A321,ARRIVAL,27R,LM,1:15:15:02,1:15:23:23,1:15:23:23,1:15:23:23,501,141302,141803,42,501,433.52380952381,41,-1,367
B77W,ARRIVAL,27R,H,1:15:15:54,1:15:24:39,1:15:24:39,1:15:24:39,525,141354,141879,42,525,431.357142857143,41,-1,368
A319,ARRIVAL,27R,LM,1:15:18:30,1:15:26:52,1:15:26:52,1:15:26:52,502,141510,142012,43,502,428.255813953488,42,-1,369
A319,ARRIVAL,27R,LM,1:15:19:37,1:15:28:10,1:15:28:10,1:15:28:10,513,141577,142090,43,513,425.604651162791,42,-1,370
A319,ARRIVAL,27R,LM,1:15:21:35,1:15:29:28,1:15:29:28,1:15:29:28,473,141695,142168,43,473,423.325581395349,42,-1,371
B772,ARRIVAL,27R,H,1:15:22:14,1:15:30:44,1:15:30:44,1:15:30:44,510,141734,142244,43,510,422.186046511628,42,-1,372
A320,ARRIVAL,27R,LM,1:15:24:25,1:15:32:57,1:15:32:57,1:15:32:57,512,141865,142377,43,512,419.627906976744,42,-1,373
A319,ARRIVAL,27R,LM,1:15:26:12,1:15:34:15,1:15:34:15,1:15:34:15,483,141972,142455,43,483,416.976744186047,42,-1,374
A319,ARRIVAL,27R,LM,1:15:27:16,1:15:35:33,1:15:35:33,1:15:35:33,497,142036,142533,43,497,414.790697674419,42,-1,375
A320,ARRIVAL,27R,LM,1:15:28:14,1:15:36:51,1:15:36:51,1:15:36:51,517,142094,142611,43,517,411.953488372093,41,-2,376
B763,ARRIVAL,27R,H,1:15:29:12,1:15:38:07,1:15:38:07,1:15:38:07,535,142152,142687,43,535,408.906976744186,41,-2,377
